STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,4/24/1959,,,0,",,0,0700",0,",,0,",0,",,0,",59,",,0",33,",,0",36,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,4/25/1959,,,0,",,0,0700",0,",,0,",0,",,0,",70,",,0",36,",,0",40,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,4/26/1959,,,0,",,0,0700",0,",,0,",0,",,0,",76,",,0",40,",,0",50,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,4/27/1959,,,0,",,0,0700",0,",,0,",0,",,0,",80,",,0",50,",,0",56,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,4/28/1959,,,0.03,",,0,0700",0,",,0,",0,",,0,",72,",,0",56,",,0",58,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,4/29/1959,,,0.02,",,0,0700",0,",,0,",0,",,0,",76,",,0",44,",,0",45,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,4/30/1959,,,0,",,0,0700",0,",,0,",0,",,0,",73,",,0",42,",,0",47,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/1/1959,,,0.09,",,0,0700",0,",,0,",0,",,0,",79,",,0",46,",,0",54,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/2/1959,,,0,",,0,0700",0,",,0,",0,",,0,",75,",,0",44,",,0",50,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/3/1959,,,0,",,0,0700",0,",,0,",0,",,0,",88,",,0",50,",,0",57,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/4/1959,,,0.06,",,0,0700",0,",,0,",0,",,0,",88,",,0",56,",,0",61,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/5/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",83,",,0",50,",,0",57,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/6/1959,,,0,",,0,0700",0,",,0,",0,",,0,",83,",,0",49,",,0",55,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/7/1959,,,0,",,0,0700",0,",,0,",0,",,0,",89,",,0",54,",,0",63,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/8/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",58,",,0",59,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/9/1959,,,0,",,0,0700",0,",,0,",0,",,0,",78,",,0",43,",,0",51,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/10/1959,,,0.01,",,0,0700",0,",,0,",0,",,0,",72,",,0",50,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/11/1959,,,1.1,",,0,0700",0,",,0,",0,",,0,",81,",,0",56,",,0",59,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/12/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",55,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/13/1959,,,0.69,",,0,0700",0,",,0,",0,",,0,",83,",,0",59,",,0",63,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/14/1959,,,0.1,",,0,0700",0,",,0,",0,",,0,",74,",,0",52,",,0",54,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/15/1959,,,0,",,0,0700",0,",,0,",0,",,0,",57,",,0",40,",,0",44,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/16/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",57,",,0",41,",,0",47,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/17/1959,,,0,",,0,0700",0,",,0,",0,",,0,",63,",,0",37,",,0",42,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/18/1959,,,0.11,",,0,0700",0,",,0,",0,",,0,",72,",,0",41,",,0",54,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/19/1959,,,0,",,0,0700",0,",,0,",0,",,0,",74,",,0",53,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/20/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",58,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/21/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",82,",,0",62,",,0",66,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/22/1959,,,0.01,",,0,0700",0,",,0,",0,",,0,",85,",,0",63,",,0",66,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/23/1959,,,1.42,",,0,0700",0,",,0,",0,",,0,",83,",,0",60,",,0",62,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/24/1959,,,0,",,0,0700",0,",,0,",0,",,0,",82,",,0",60,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/25/1959,,,0,",,0,0700",0,",,0,",0,",,0,",74,",,0",52,",,0",59,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/26/1959,,,0.09,",,0,0700",0,",,0,",0,",,0,",72,",,0",59,",,0",63,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/27/1959,,,0.03,",,0,0700",0,",,0,",0,",,0,",72,",,0",58,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/28/1959,,,0.12,",,0,0700",0,",,0,",0,",,0,",82,",,0",62,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/29/1959,,,0.48,",,0,0700",0,",,0,",0,",,0,",83,",,0",63,",,0",66,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/30/1959,,,0,",,0,0700",0,",,0,",0,",,0,",87,",,0",63,",,0",66,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,5/31/1959,,,0.46,",,0,0700",0,",,0,",0,",,0,",83,",,0",64,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/1/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",83,",,0",63,",,0",67,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/2/1959,,,1.54,",,0,0700",0,",,0,",0,",,0,",83,",,0",65,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/3/1959,,,0.19,",,0,0700",0,",,0,",0,",,0,",73,",,0",60,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/4/1959,,,0,",,0,0700",0,",,0,",0,",,0,",74,",,0",43,",,0",58,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/5/1959,,,0,",,0,0700",0,",,0,",0,",,0,",79,",,0",41,",,0",55,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/6/1959,,,0,",,0,0700",0,",,0,",0,",,0,",79,",,0",52,",,0",54,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/7/1959,,,0,",,0,0700",0,",,0,",0,",,0,",84,",,0",44,",,0",58,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/8/1959,,,0,",,0,0700",0,",,0,",0,",,0,",87,",,0",47,",,0",61,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/9/1959,,,0,",,0,0700",0,",,0,",0,",,0,",87,",,0",57,",,0",58,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/10/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",48,",,0",62,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/11/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",58,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/12/1959,,,0,",,0,0700",0,",,0,",0,",,0,",87,",,0",58,",,0",62,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/13/1959,,,0.57,",,0,0700",0,",,0,",0,",,0,",87,",,0",52,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/14/1959,,,0,",,0,0700",0,",,0,",0,",,0,",83,",,0",41,",,0",55,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/15/1959,,,0,",,0,0700",0,",,0,",0,",,0,",71,",,0",46,",,0",50,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/16/1959,,,0,",,0,0700",0,",,0,",0,",,0,",77,",,0",49,",,0",59,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/17/1959,,,0,",,0,0700",0,",,0,",0,",,0,",74,",,0",47,",,0",53,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/18/1959,,,0,",,0,0700",0,",,0,",0,",,0,",68,",,0",45,",,0",49,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/19/1959,,,0,",,0,0700",0,",,0,",0,",,0,",72,",,0",47,",,0",50,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/20/1959,,,0,",,0,0700",0,",,0,",0,",,0,",75,",,0",41,",,0",52,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/21/1959,,,0,",,0,0700",0,",,0,",0,",,0,",82,",,0",51,",,0",58,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/22/1959,,,0,",,0,0700",0,",,0,",0,",,0,",87,",,0",56,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/23/1959,,,0.05,",,0,0700",0,",,0,",0,",,0,",88,",,0",59,",,0",67,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/24/1959,,,0.17,",,0,0700",0,",,0,",0,",,0,",76,",,0",66,",,0",67,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/25/1959,,,0.03,",,0,0700",0,",,0,",0,",,0,",77,",,0",66,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/26/1959,,,0.03,",,0,0700",0,",,0,",0,",,0,",85,",,0",66,",,0",71,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/27/1959,,,0.01,",,0,0700",0,",,0,",0,",,0,",87,",,0",64,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/28/1959,,,0,",,0,0700",0,",,0,",0,",,0,",90,",,0",63,",,0",66,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/29/1959,,,0,",,0,0700",0,",,0,",0,",,0,",92,",,0",66,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,6/30/1959,,,0,",,0,0700",0,",,0,",0,",,0,",92,",,0",65,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/1/1959,,,0,",,0,0700",0,",,0,",0,",,0,",94,",,0",65,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/2/1959,,,0.06,",,0,0700",0,",,0,",0,",,0,",95,",,0",66,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/3/1959,,,0,",,0,0700",0,",,0,",0,",,0,",80,",,0",59,",,0",62,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/4/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",53,",,0",58,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/5/1959,,,0,",,0,0700",0,",,0,",0,",,0,",87,",,0",55,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/6/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",87,",,0",64,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/7/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",86,",,0",60,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/8/1959,,,0,",,0,0700",0,",,0,",0,",,0,",89,",,0",54,",,0",59,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/9/1959,,,0,",,0,0700",0,",,0,",0,",,0,",91,",,0",54,",,0",61,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/10/1959,,,0,",,0,0700",0,",,0,",0,",,0,",90,",,0",60,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/11/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",86,",,0",59,",,0",63,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/12/1959,,,0,",,0,0700",0,",,0,",0,",,0,",86,",,0",60,",,0",66,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/13/1959,,,0,",,0,0700",0,",,0,",0,",,0,",88,",,0",60,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/14/1959,,,0.21,",,0,0700",0,",,0,",0,",,0,",87,",,0",62,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/15/1959,,,0.01,",,0,0700",0,",,0,",0,",,0,",88,",,0",62,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/16/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",87,",,0",60,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/17/1959,,,0,",,0,0700",0,",,0,",0,",,0,",91,",,0",63,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/18/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",85,",,0",63,",,0",67,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/19/1959,,,0.08,",,0,0700",0,",,0,",0,",,0,",89,",,0",57,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/20/1959,,,0.33,",,0,0700",0,",,0,",0,",,0,",89,",,0",67,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/21/1959,,,0.13,",,0,0700",0,",,0,",0,",,0,",86,",,0",61,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/22/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",88,",,0",65,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/23/1959,,,0.93,",,0,0700",0,",,0,",0,",,0,",87,",,0",67,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/24/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",91,",,0",64,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/25/1959,,,0.12,",,0,0700",0,",,0,",0,",,0,",88,",,0",58,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/26/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",58,",,0",71,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/27/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",89,",,0",66,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/28/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",83,",,0",66,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/29/1959,,,0,",,0,0700",0,",,0,",0,",,0,",89,",,0",67,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/30/1959,,,0.77,",,0,0700",0,",,0,",0,",,0,",86,",,0",67,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,7/31/1959,,,0.21,",,0,0700",0,",,0,",0,",,0,",86,",,0",68,",,0",71,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/1/1959,,,0,",,0,0700",0,",,0,",0,",,0,",88,",,0",58,",,0",71,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/2/1959,,,0,",,0,0700",0,",,0,",0,",,0,",88,",,0",59,",,0",61,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/3/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",57,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/4/1959,,,0.44,",,0,0700",0,",,0,",0,",,0,",90,",,0",59,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/5/1959,,,1.08,",,0,0700",0,",,0,",0,",,0,",74,",,0",67,",,0",71,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/6/1959,,,0,",,0,0700",0,",,0,",0,",,0,",84,",,0",56,",,0",67,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/7/1959,,,0,",,0,0700",0,",,0,",0,",,0,",86,",,0",62,",,0",64,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/8/1959,,,0,",,0,0700",0,",,0,",0,",,0,",87,",,0",64,",,0",73,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/9/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",61,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/10/1959,,,0,",,0,0700",0,",,0,",0,",,0,",82,",,0",60,",,0",63,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/11/1959,,,0,",,0,0700",0,",,0,",0,",,0,",81,",,0",59,",,0",62,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/12/1959,,,0,",,0,0700",0,",,0,",0,",,0,",85,",,0",58,",,0",59,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/13/1959,,,0,",,0,0700",0,",,0,",0,",,0,",89,",,0",57,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/14/1959,,,0,",,0,0700",0,",,0,",0,",,0,",91,",,0",59,",,0",62,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/15/1959,,,0,",,0,0700",0,",,0,",0,",,0,",92,",,0",60,",,0",66,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/16/1959,,,0,",,0,0700",0,",,0,",0,",,0,",92,",,0",65,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/17/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",91,",,0",65,",,0",67,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/18/1959,,,0.2,",,0,0700",0,",,0,",0,",,0,",89,",,0",66,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/19/1959,,,0,",,0,0700",0,",,0,",0,",,0,",90,",,0",66,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/20/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",90,",,0",67,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/21/1959,,,0,",,0,0700",0,",,0,",0,",,0,",94,",,0",65,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/22/1959,,,0,",,0,0700",0,",,0,",0,",,0,",90,",,0",68,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/23/1959,,,0,",,0,0700",0,",,0,",0,",,0,",93,",,0",67,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/24/1959,,,0,",,0,0700",0,",,0,",0,",,0,",94,",,0",69,",,0",73,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/25/1959,,,0,",,0,0700",0,",,0,",0,",,0,",92,",,0",66,",,0",71,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/26/1959,,,0,",,0,0700",0,",,0,",0,",,0,",95,",,0",68,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/27/1959,,,0,"T,,0,0700",0,",,0,",0,",,0,",92,",,0",64,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/28/1959,,,0.03,",,0,0700",0,",,0,",0,",,0,",82,",,0",65,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/29/1959,,,0.21,",,0,0700",0,",,0,",0,",,0,",88,",,0",68,",,0",69,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/30/1959,,,0.72,",,0,0700",0,",,0,",0,",,0,",80,",,0",69,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,8/31/1959,,,0.01,",,0,0700",0,",,0,",0,",,0,",84,",,0",68,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/1/1959,,,0.04,",,0,0700",0,",,0,",0,",,0,",85,",,0",68,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/2/1959,,,0.05,",,0,0700",0,",,0,",0,",,0,",85,",,0",67,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/3/1959,,,0.01,",,0,0700",0,",,0,",0,",,0,",82,",,0",64,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/4/1959,,,0,",,0,0700",0,",,0,",0,",,0,",86,",,0",61,",,0",63,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/5/1959,,,0,",,0,0700",0,",,0,",0,",,0,",88,",,0",53,",,0",65,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/6/1959,,,0,",,0,0700",0,",,0,",0,",,0,",86,",,0",55,",,0",68,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/7/1959,,,0.19,",,0,0700",0,",,0,",0,",,0,",87,",,0",55,",,0",70,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/8/1959,,,0,",,0,0700",0,",,0,",0,",,0,",86,",,0",65,",,0",66,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/9/1959,,,0,",,0,0700",0,",,0,",0,",,0,",89,",,0",65,",,0",67,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/10/1959,,,0,",,0,0700",0,",,0,",0,",,0,",86,",,0",60,",,0",62,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/11/1959,,,0,",,0,0700",0,",,0,",0,",,0,",88,",,0",60,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/12/1959,,,0,",,0,0700",0,",,0,",0,",,0,",75,",,0",50,",,0",51,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/13/1959,,,0,",,0,0700",0,",,0,",0,",,0,",84,",,0",50,",,0",52,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/14/1959,,,0,",,0,0700",0,",,0,",0,",,0,",80,",,0",50,",,0",53,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/15/1959,,,0,",,0,0700",0,",,0,",0,",,0,",77,",,0",50,",,0",51,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/16/1959,,,0,",,0,0700",0,",,0,",0,",,0,",77,",,0",50,",,0",55,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/17/1959,,,0,",,0,0700",0,",,0,",0,",,0,",82,",,0",53,",,0",56,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,9/18/1959,,,0,",,0,0700",0,",,0,",0,",,0,",80,",,0",50,",,0",53,",,0,0700"
